env,actors,group_env_actors,run,run_disp,step,value
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,2808000,82.49071502685547
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,2848000,-28.91124153137207
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,2888000,12.269207954406738
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,2928000,50.26726150512695
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,2968000,60.436092376708984
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3008000,22.56620216369629
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3048000,-32.12302017211914
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3088000,75.25308990478516
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3128000,55.92101287841797
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3168000,-41.802223205566406
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3208000,35.891868591308594
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3248000,-166.017822265625
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3288000,-21.293384552001953
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3328000,5.066664695739746
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3368000,-6.200976848602295
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3408000,-34.097999572753906
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3448000,46.81592559814453
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3488000,-20.107580184936523
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3528000,-26.971616744995117
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3568000,24.927513122558594
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3608000,6.423335552215576
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3648000,-0.8594481945037842
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3688000,-83.5091781616211
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3728000,6.170929908752441
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3768000,50.60575485229492
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3808000,96.60688781738281
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3848000,-12.30691146850586
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3888000,72.27780151367188
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3928000,106.03459167480469
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,3968000,29.74530792236328
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4008000,4.222942352294922
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4048000,66.64350891113281
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4088000,97.69754028320312
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4128000,88.22913360595703
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4168000,-16.778514862060547
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4208000,104.70207977294922
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4248000,37.29971694946289
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4288000,15.760757446289062
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4328000,88.90077209472656
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4368000,86.52676391601562
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4408000,-17.25694465637207
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4448000,108.19583129882812
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4488000,68.39312744140625
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4528000,18.77590560913086
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4568000,157.85459899902344
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4608000,89.6289291381836
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4648000,102.85042572021484
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4688000,135.30865478515625
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4728000,14.87839412689209
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4768000,149.69554138183594
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4808000,123.02311706542969
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4848000,81.74935913085938
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4888000,116.32760620117188
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4928000,66.3375015258789
SCEnv,1actor,SCEnv/1actor,run5,run5-r_mappo-Discrete#cb6d,4968000,103.6958236694336
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,8000,-873.5032958984375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,48000,-845.3385009765625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,88000,-834.845703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,128000,-443.66314697265625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,168000,-402.44000244140625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,208000,-38.91893768310547
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,248000,112.28790283203125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,288000,281.196044921875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,328000,252.0720977783203
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,368000,251.0473175048828
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,408000,433.3470764160156
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,448000,303.41412353515625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,488000,410.0484924316406
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,528000,544.9774169921875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,568000,530.7940673828125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,608000,368.1540222167969
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,648000,265.06329345703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,688000,486.211181640625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,728000,615.9884033203125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,768000,551.8568115234375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,808000,649.250244140625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,848000,667.1261596679688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,888000,602.8783569335938
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,928000,590.8658447265625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,968000,595.09912109375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1008000,562.23193359375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1048000,584.267333984375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1088000,576.0183715820312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1128000,672.7965087890625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1168000,701.2074584960938
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1208000,637.23388671875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1248000,596.990234375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1288000,638.1092529296875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1328000,677.640869140625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1368000,705.7493896484375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1408000,638.06591796875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1448000,583.1626586914062
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1488000,592.9766845703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1528000,502.10516357421875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1568000,630.9158935546875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1608000,785.9358520507812
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1648000,662.9551391601562
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1688000,554.854736328125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1728000,625.0344848632812
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1768000,755.3502197265625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1808000,764.742431640625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1848000,800.1082763671875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1888000,730.8897705078125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1928000,702.9766845703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,1968000,766.8427734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2008000,734.3223876953125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2048000,701.38427734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2088000,745.5411376953125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2128000,555.7493896484375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2168000,743.2384033203125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2208000,701.5155029296875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2248000,590.4266357421875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2288000,711.774658203125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2328000,751.4386596679688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2368000,747.76171875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2408000,668.3283081054688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2448000,684.8680419921875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2488000,747.8963623046875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2528000,726.5455932617188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2568000,723.2454833984375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2608000,628.6297607421875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2648000,652.4967041015625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2688000,679.97802734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2728000,653.93212890625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2768000,742.3092651367188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2808000,777.611572265625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2848000,781.285400390625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2888000,813.3222045898438
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2928000,725.63671875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,2968000,699.3777465820312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3008000,734.7886962890625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3048000,697.9527587890625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3088000,830.9558715820312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3128000,661.7273559570312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3168000,741.4881591796875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3208000,763.6434936523438
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3248000,786.8048706054688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3288000,724.685302734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3328000,753.4091186523438
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3368000,612.53125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3408000,560.91748046875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3448000,646.3956298828125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3488000,766.0
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3528000,716.0748291015625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3568000,814.8360595703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3608000,756.3607177734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3648000,738.6895751953125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3688000,820.2869262695312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3728000,852.5813598632812
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3768000,828.9440307617188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3808000,750.7311401367188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3848000,815.0450439453125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3888000,764.8851318359375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3928000,774.4367065429688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,3968000,827.2327880859375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4008000,523.9449462890625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4048000,822.4568481445312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4088000,784.6224365234375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4128000,769.4066772460938
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4168000,839.6412963867188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4208000,869.1898193359375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4248000,811.2008056640625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4288000,786.8360595703125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4328000,921.4835815429688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4368000,838.1163940429688
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4408000,875.3359375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4448000,733.4945068359375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4488000,900.2125854492188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4528000,826.4263916015625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4568000,828.1461181640625
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4608000,887.1395263671875
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4648000,789.5830078125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4688000,792.6563110351562
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4728000,739.90234375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4768000,806.6029052734375
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4808000,831.5701293945312
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4848000,869.361328125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4888000,908.3336791992188
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4928000,885.1944580078125
SCEnv,2actor,SCEnv/2actor,run1,run1-r_mappo-Discrete#9c49,4968000,859.5303955078125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,8000,-825.646484375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,48000,-793.57958984375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,88000,-700.8212890625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,128000,-721.0355834960938
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,168000,-491.5067443847656
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,208000,-373.44610595703125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,248000,-78.98921203613281
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,288000,105.36949157714844
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,328000,101.85459899902344
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,368000,153.60166931152344
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,408000,321.5677795410156
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,448000,320.1639099121094
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,488000,321.02081298828125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,528000,279.00042724609375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,568000,371.11077880859375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,608000,468.38482666015625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,648000,418.24725341796875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,688000,435.47442626953125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,728000,407.251220703125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,768000,513.3593139648438
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,808000,426.4651794433594
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,848000,423.75408935546875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,888000,470.97808837890625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,928000,490.86627197265625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,968000,360.76226806640625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1008000,535.5049438476562
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1048000,461.86724853515625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1088000,507.89208984375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1128000,484.6631774902344
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1168000,313.0901794433594
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1208000,502.61224365234375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1248000,548.8795166015625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1288000,547.607177734375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1328000,385.5675048828125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1368000,382.36065673828125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1408000,452.4559631347656
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1448000,493.59375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1488000,598.7784423828125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1528000,536.7479248046875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1568000,531.9969482421875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1608000,391.6853332519531
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1648000,540.765380859375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1688000,509.8182067871094
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1728000,443.9742736816406
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1768000,432.23638916015625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1808000,349.80157470703125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1848000,440.7618103027344
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1888000,584.7276611328125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1928000,543.1129150390625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,1968000,532.9466552734375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2008000,548.1986083984375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2048000,557.7176513671875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2088000,626.3577270507812
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2128000,620.5072021484375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2168000,330.6859130859375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2208000,421.54388427734375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2248000,315.4619445800781
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2288000,445.5547790527344
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2328000,586.9549560546875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2368000,584.7924194335938
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2408000,591.3713989257812
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2448000,546.0481567382812
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2488000,506.12164306640625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2528000,582.9640502929688
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2568000,398.9772033691406
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2608000,519.9191284179688
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2648000,473.16412353515625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2688000,581.5968017578125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2728000,573.4002685546875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2768000,505.93475341796875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2808000,513.5601196289062
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2848000,463.92578125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2888000,499.72943115234375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2928000,621.0153198242188
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,2968000,585.4775390625
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3008000,518.5294189453125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3048000,566.8944702148438
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3088000,444.10919189453125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3128000,577.706298828125
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3168000,607.0018310546875
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3208000,601.7689819335938
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3248000,475.1106872558594
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3288000,660.3480224609375
SCEnv,2actor,SCEnv/2actor,run2,run2-r_mappo-Discrete#6a94,3328000,674.4144287109375
