env,actors,group_env_actors,run,run_disp,step,value
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2168000,50.8204231262207
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2208000,141.2163543701172
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2248000,-19.806543350219727
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2288000,-65.81903839111328
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2328000,96.51593780517578
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2368000,65.9442367553711
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2408000,49.28779983520508
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2448000,3.562530517578125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2488000,-14.766940116882324
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2528000,117.66455078125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2568000,128.5420684814453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2608000,161.11627197265625
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2648000,84.40664672851562
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2688000,-22.508655548095703
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2728000,103.4946060180664
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2768000,143.8634490966797
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2808000,140.75892639160156
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2848000,108.43270874023438
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2888000,98.23006439208984
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2928000,62.009437561035156
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,2968000,78.4230728149414
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3008000,129.2295684814453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3048000,124.54390716552734
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3088000,156.89883422851562
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3128000,74.35090637207031
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3168000,143.6339569091797
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3208000,170.91400146484375
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3248000,108.56494903564453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3288000,175.712890625
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3328000,149.57200622558594
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3368000,179.3793487548828
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3408000,170.4912872314453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3448000,202.66436767578125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3488000,146.69845581054688
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3528000,133.6480712890625
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3568000,149.3744659423828
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3608000,58.9282341003418
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3648000,80.84233093261719
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3688000,165.4649200439453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3728000,109.97643280029297
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3768000,206.425048828125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3808000,230.14707946777344
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3848000,206.22572326660156
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3888000,62.68815994262695
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3928000,187.10244750976562
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,3968000,150.6104278564453
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4008000,76.02581024169922
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4048000,221.24794006347656
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4088000,75.02718353271484
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4128000,116.54046630859375
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4168000,165.54554748535156
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4208000,220.29574584960938
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4248000,192.6697540283203
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4288000,283.5118103027344
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4328000,210.84561157226562
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4368000,177.56834411621094
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4408000,209.89418029785156
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4448000,232.002685546875
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4488000,195.0112762451172
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4528000,160.29693603515625
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4568000,210.63604736328125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4608000,236.505126953125
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4648000,70.68034362792969
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4688000,231.4679412841797
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4728000,132.0043182373047
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4768000,111.38888549804688
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4808000,258.7922668457031
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4848000,135.92184448242188
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4888000,234.96929931640625
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4928000,199.2039794921875
SCEnv,1actor,SCEnv/1actor,run2,run2-r_mappo-Discrete#7212,4968000,178.95947265625
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,8000,-887.5048828125
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,48000,-840.5567016601562
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,88000,-709.8080444335938
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,128000,-498.18994140625
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,168000,-375.9418029785156
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,208000,-292.908935546875
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,248000,-148.2266082763672
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,288000,-202.59735107421875
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,328000,-119.34013366699219
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,368000,-86.95816040039062
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,408000,-13.973708152770996
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,448000,3.622802734375
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,488000,-6.575891494750977
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,528000,28.706148147583008
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,568000,138.37828063964844
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,608000,78.50224304199219
SCEnv,1actor,SCEnv/1actor,run3,run3-r_mappo-Discrete#0e6d,648000,-3.8158860206604004
